VoiceClip_No,TextTranscript,label,processed_content
Voice263,efficient informed remove internet connection call several times get removed,Agg,efficient informed remove internet connection call several times get removed
Voice167,tried contact 1212 last one isnt place paying even call complaints,Agg,tried contact 1212 last one isnt place paying even call complaints
Voice227,call center agent provided unclear information data agents,Agg,call center agent provided unclear information data agents
Voice164,phone number always busy hardly responding poor going permanently disconnected land line peo move loyal service provide,Agg,phone number always busy hardly responding poor going permanently disconnected land line peo move loyal service provide
Voice256,phones waiting line transferred since february still waiting connect required,Agg,phones waiting line transferred since february still waiting connect required
Voice256,automated fault complain hotline wait least mins get contact call center even give little customer service absolutely would recommend anyone,Agg,automated fault complain hotline wait least mins get contact call center even give little customer service absolutely would recommend anyone
Voice255,services provided worse government internet breaks technical team works 9am issues time 5pm wait whole day get,Agg,services provided worse government internet breaks technical team works 9am issues time 5pm wait whole day get
Voice270,words explain bad company issue router didnt access data througout time pay couldnt fix issue time dozen option else continue keep paying month data,Agg,words explain bad company issue router didnt access data througout time pay couldnt fix issue time dozen option else continue keep paying month data
Voice218,agent failed provide timely response could better service,Agg,agent failed provide timely response could better service
Voice36,takes forever get done simplest employees respect duty,Agg,takes forever get done simplest employees respect duty
Voice152,got red lights router complaning action tolerate get act together restore service demand urgent resolution,Agg,got red lights router complaning action tolerate get act together restore service demand urgent resolution
Voice156,channels blurry fix soon watch without,Agg,channels blurry fix soon watch without
Voice124,services provided worse government internet breaks technical team works 9am issues time 5pm wait whole day get,Agg,services provided worse government internet breaks technical team works 9am issues time 5pm wait whole day get
Voice194,unfortunately one sri lanka telecom answer customers phone branches also head disappointed,Agg,unfortunately one sri lanka telecom answer customers phone branches also head disappointed
Voice36,billed something never asked return additionally charged money make sure update systems avoid inconveniences,Agg,billed something never asked return additionally charged money make sure update systems avoid inconveniences
Voice 63,requesting fiber connection past even though location slt fulfill request,Agg,requesting fiber connection past even though location slt fulfill request
Voice221,calling provided number saying wrong update contact,Agg,calling provided number saying wrong update contact
Voice182,extremely disappointed installation staff excellent assured fibre connection internet facility provided taken almost hours internet connection,Agg,extremely disappointed installation staff excellent assured fibre connection internet facility provided taken almost hours internet connection
Voice135,much attitude people work goes slt call center,Agg,much attitude people work goes slt call center
Voice150,tired support,Agg,tired support
Voice231,get really dissapointed network problem important zoom also answer long period use slt connections,Agg,get really dissapointed network problem important zoom also answer long period use slt connections
Voice56,unfortunately one sri lanka telecom answer customers phone branches also head disappointed,Agg,unfortunately one sri lanka telecom answer customers phone branches also head disappointed
Voice152,customer service agent rude,Agg,customer service agent rude
Voice268,services provided worse government internet breaks technical team works 9am issues time 5pm wait whole day get,Agg,services provided worse government internet breaks technical team works 9am issues time 5pm wait whole day get
Voice61,phone service still lack urgency fix switching provider,Agg,phone service still lack urgency fix switching provider
Voice125,sick garbage internet useless router fix patience,Agg,sick garbage internet useless router fix patience
Voice264,worst telephone service whole call landline get awful sri lankan music wasting time money please sell useless company india shut,Agg,worst telephone service whole call landline get awful sri lankan music wasting time money please sell useless company india shut
Voice251,request get physical billing method mess annoying,Agg,request get physical billing method mess annoying
Voice186,poor working week twice unable connection broadband also working since days complain response yet,Agg,poor working week twice unable connection broadband also working since days complain response yet
Voice136,purpose guys mentioned contact one answering,Agg,purpose guys mentioned contact one answering
Voice148,customer care technical support takes service good though,Agg,customer care technical support takes service good though
Voice27,requesting fiber connection past even though location slt fulfill request,Agg,requesting fiber connection past even though location slt fulfill request
Voice113,worst customer service people dont respond complaints tech filed complaints issue last month still fixed given responses,Agg,worst customer service people dont respond complaints tech filed complaints issue last month still fixed given responses
Voice164,never answer phone none numbers working asked customer service number say neither another way regret getting slt,Agg,never answer phone none numbers working asked customer service number say neither another way regret getting slt
Voice135,staff enough provide good problems due system takes long time get even simple thing,Agg,staff enough provide good problems due system takes long time get even simple thing
Voice106,patience running internet outages every paying tolerate really disappointed,Agg,patience running internet outages every paying tolerate really disappointed
Voice236,made complaint regarding picture appearing making complain yesterday,Agg,made complaint regarding picture appearing making complain yesterday
Voice28,want make complain kiribathgoda workshop really upset disrespectful actions kiribathgoda workshop know handle customers respect,Agg,want make complain kiribathgoda workshop really upset disrespectful actions kiribathgoda workshop know handle customers respect
Voice136,efficient informed remove internet connection call several times get removed,Agg,efficient informed remove internet connection call several times get removed
Voice135,get really dissapointed network problem important zoom also answer long period use slt connections,Agg,get really dissapointed network problem important zoom also answer long period use slt connections
Voice194,service agents rude provide solutions inquiries,Agg,service agents rude provide solutions inquiries
Voice135,one responds appropriate take action complaints faults,Agg,one responds appropriate take action complaints faults
Voice37,internet painfully making work fix,Agg,internet painfully making work fix
Voice110,one agent really rude want complain bloody agent,Agg,one agent really rude want complain bloody agent
Voice56,made router payment last week error fix soon possible face tolerate incompetence reconnect line,Agg,made router payment last week error fix soon possible face tolerate incompetence reconnect line
Voice197,terrible impossible contact via phone constantly keep rejecting getting connection disconnect forcing pay bills services longer require,Agg,terrible impossible contact via phone constantly keep rejecting getting connection disconnect forcing pay bills services longer require
Voice152,changed houses mirihana 23rd requested telecom reconnect phone line templers putting informed take max 6th week nothing children missing online lessons etc wrong telecom,Agg,changed houses mirihana 23rd requested telecom reconnect phone line templers putting informed take max 6th week nothing children missing online lessons etc wrong telecom
Voice21,please tell urgent running business want solve connection today,Agg,please tell urgent running business want solve connection today
Voice48,bullshit talking paid say payment,Agg,bullshit talking paid say payment
Voice18,requesting fiber connection past even though location slt fulfill request,Agg,requesting fiber connection past even though location slt fulfill request
Voice91,need issues solved soon possible level poor work,Agg,need issues solved soon possible level poor work
Voice268,1212 hotline takes ages answer got work cant holding phone forever,Agg,1212 hotline takes ages answer got work cant holding phone forever
Voice143,loss signal blinking red lights los flashing red looked indoors happened hours ago paid blame better fix quickly,Agg,loss signal blinking red lights los flashing red looked indoors happened hours ago paid blame better fix quickly
Voice124,worst customer service called several times fix internet connection never answered improve customer service,Agg,worst customer service called several times fix internet connection never answered improve customer service
Voice141,first half time pick call cut phone calling,Agg,first half time pick call cut phone calling
Voice172,gampha branch office never picked called person still resolve problem,Agg,gampha branch office never picked called person still resolve problem
Voice236,call center agent provided unclear information data agents,Agg,call center agent provided unclear information data agents
Voice135,request get physical billing method mess annoying,Agg,request get physical billing method mess annoying
Voice256,complain done name last week calling slt numerous times still get anyone fix,Agg,complain done name last week calling slt numerous times still get anyone fix
Voice93,one useless companies sri installed fiber optic facility since wifi informed given call sad note far connection given,Agg,one useless companies sri installed fiber optic facility since wifi informed given call sad note far connection given
Voice191,worst customer service never answer,Agg,worst customer service never answer
Voice214,poor working week twice unable connection broadband also working since days complain response yet,Agg,poor working week twice unable connection broadband also working since days complain response yet
Voice122,line inactive matara office pick cut urgent complaint unacceptable,Agg,line inactive matara office pick cut urgent complaint unacceptable
Voice264,long take fix need sloution soon possible,Agg,long take fix need sloution soon possible
Voice144,want disconnect slt line cause calling past days telling internet connection working none attended problem usless slt services,Agg,want disconnect slt line cause calling past days telling internet connection working none attended problem usless slt services
Voice128,want make complain kiribathgoda workshop really upset disrespectful actions kiribathgoda workshop know handle customers respect,Agg,want make complain kiribathgoda workshop really upset disrespectful actions kiribathgoda workshop know handle customers respect
Voice186,last time called agent said technical support sent place within nobody guys terrible believe bad service,Agg,last time called agent said technical support sent place within nobody guys terrible believe bad service
Voice248,fix fiber cable hanging electrical line voice pathetic router cutting within today else loose,Agg,fix fiber cable hanging electrical line voice pathetic router cutting within today else loose
Voice46,worst service customer care even listening wasting time,Agg,worst service customer care even listening wasting time
Voice89,worst customer service people working call center careless absolutely unprofessional useless regional manager,Agg,worst customer service people working call center careless absolutely unprofessional useless regional manager
Voice39,tell technical people come check else change new router whatever want get back,Agg,tell technical people come check else change new router whatever want get back
Voice136,channels blurry fix soon watch without,Agg,channels blurry fix soon watch without
Voice51,phones waiting line transferred since february still waiting connect required,Agg,phones waiting line transferred since february still waiting connect required
Voice164,worst service returning slow internet speed transparency data peo connection also worst cable service provider ever,Agg,worst service returning slow internet speed transparency data peo connection also worst cable service provider ever
Voice29,single day went without issues obtaining new fiber connection guys usually call tens hundreds times get technical team come fix youn take idiots contact call center,Agg,single day went without issues obtaining new fiber connection guys usually call tens hundreds times get technical team come fix youn take idiots contact call center
Voice211,mean calling last three days kidding,Agg,mean calling last three days kidding
Voice254,services provided worse government internet breaks technical team works 9am issues time 5pm wait whole day get,Agg,services provided worse government internet breaks technical team works 9am issues time 5pm wait whole day get
Voice161,internet crippling immediate action level service tolerate,Agg,internet crippling immediate action level service tolerate
Voice3,made complaint today get calls guys technical issues working home need internet need get done urgently,Agg,made complaint today get calls guys technical issues working home need internet need get done urgently
Voice4,calling reactivate requesting last three days still connected want raise complaint regional,Agg,calling reactivate requesting last three days still connected want raise complaint regional
Voice9,actually made complaint yellow know cable goes set box got made reported one attended travel company need attended extremely really dissappointed service,Agg,actually made complaint yellow know cable goes set box got made reported one attended travel company need attended extremely really dissappointed service
voice13,two numbers getting physical get physical bill prefer getting physical bill rather getting people updated new,Agg,two numbers getting physical get physical bill prefer getting physical bill rather getting people updated new
Voice18,sick garbage internet useless router fix patience,Agg,sick garbage internet useless router fix patience
Voice21,loss signal blinking red lights los flashing red looked indoors happened hours ago paid blame better fix quickly,Agg,loss signal blinking red lights los flashing red looked indoors happened hours ago paid blame better fix quickly
Voice22,made complaint regarding picture appearing making complain yesterday,Agg,made complaint regarding picture appearing making complain yesterday
Voice27,people get delay giving response office waiting minutes connected far possible try conduct early possible really good everybody,Agg,people get delay giving response office waiting minutes connected far possible try conduct early possible really good everybody
Voice28,wifi working without cannot using mobile data right lot meetings need inform team come soon possible,Agg,wifi working without cannot using mobile data right lot meetings need inform team come soon possible
Voice29,made complain regarding fiber connction last week calling past three,Agg,made complain regarding fiber connction last week calling past three
Voice35,fix fiber cable hanging electrical line voice pathetic router cutting within today else loose,Agg,fix fiber cable hanging electrical line voice pathetic router cutting within today else loose
Voice36,fed billing hard copy want lame text fix billing mess,Agg,fed billing hard copy want lame text fix billing mess
Voice37,want disconnect slt line cause calling past days telling internet connection working none attended problem usless slt services,Agg,want disconnect slt line cause calling past days telling internet connection working none attended problem usless slt services
Voice39,one agent really rude want complain bloody agent,Agg,one agent really rude want complain bloody agent
voice42,phone service still lack urgency fix switching provider,Agg,phone service still lack urgency fix switching provider
Voice43,tired support,Agg,tired support
Voice46,people hold,Agg,people hold
Voice48,last time called agent said technical support sent place within nobody guys terrible believe bad service,Agg,last time called agent said technical support sent place within nobody guys terrible believe bad service
Voice51,fed phone service lack urgency fix immediately,Agg,fed phone service lack urgency fix immediately
Voice56,agent passed problem getting tired,Agg,agent passed problem getting tired
Voice 57,ivr system maze never reach real,Agg,ivr system maze never reach real
Voice60,today technician came place fix internet problem person dose know talk customers want make complain technician,Agg,today technician came place fix internet problem person dose know talk customers want make complain technician
Voice61,asking five days reactivate kandy branch office often picking even disconnecting need filing complaint,Agg,asking five days reactivate kandy branch office often picking even disconnecting need filing complaint
Voice 63,line inactive matara office pick cut urgent complaint unacceptable,Agg,line inactive matara office pick cut urgent complaint unacceptable
Voice65,internet painfully making work fix,Agg,internet painfully making work fix
Voice67,calling telcome past two days fix internet connection got disconnected heavy one came fix,Agg,calling telcome past two days fix internet connection got disconnected heavy one came fix
Voice69,patience running internet outages every paying tolerate really disappointed,Agg,patience running internet outages every paying tolerate really disappointed
Voice72,service consistently constant outages slow frustrated considering switching process disconnect service,Agg,service consistently constant outages slow frustrated considering switching process disconnect service
Voice74,internet killing demand immediate action fix,Agg,internet killing demand immediate action fix
Voice76,internet crippling immediate action level service tolerate,Agg,internet crippling immediate action level service tolerate
Voice79,made router payment last week error fix soon possible face tolerate incompetence reconnect line,Agg,made router payment last week error fix soon possible face tolerate incompetence reconnect line
Voice81,got red lights router complaning action tolerate get act together restore service demand urgent resolution,Agg,got red lights router complaning action tolerate get act together restore service demand urgent resolution
Voice82,requested data plan agent mishandled ensure staff processes requests,Agg,requested data plan agent mishandled ensure staff processes requests
Voice85,internet person talked need better people lose fix internet find someone disconnecting slt services,Agg,internet person talked need better people lose fix internet find someone disconnecting slt services
Voice86,channels blurry fix soon watch without,Agg,channels blurry fix soon watch without
Voice89,resolution previous complaint demand satisfactory solution incompetence disappointed,Agg,resolution previous complaint demand satisfactory solution incompetence disappointed
Voice91,customer service agent unbelievably rude utterly demand immediate explanation resolution outrageous tolerate,Agg,customer service agent unbelievably rude utterly demand immediate explanation resolution outrageous tolerate
Voice92,call dropped repeatedly conversation fix lousy service,Agg,call dropped repeatedly conversation fix lousy service
Voice93,agent failed provide timely response could better service,Agg,agent failed provide timely response could better service
Voice94,promise callback regarding complaint negligence tolerate,Agg,promise callback regarding complaint negligence tolerate
Voice96,received bill line canceled last make sure update system cancellation wont getting bills,Agg,received bill line canceled last make sure update system cancellation wont getting bills
Voice97,billed something never asked return additionally charged money make sure update systems avoid inconveniences,Agg,billed something never asked return additionally charged money make sure update systems avoid inconveniences
Voice100,agent answered call today took minutes provide wait line entire slt failing service dialog employee would better job guys,Agg,agent answered call today took minutes provide wait line entire slt failing service dialog employee would better job guys
Voice102,bullshit talking paid say payment,Agg,bullshit talking paid say payment
Voice103,agent provide clear instructions submit required documents get new fiber assign person knows process need connection urgently,Agg,agent provide clear instructions submit required documents get new fiber assign person knows process need connection urgently
Voice106,representative unprofessional agents talk customers poliety,Agg,representative unprofessional agents talk customers poliety
Voice107,spoke happy one agents help team polite customer service,Agg,spoke happy one agents help team polite customer service
Voice109,calling guys charged subscription guys supposed flat rate 3000 per month seeinng 6400 bill month know whats going really need explanation,Agg,calling guys charged subscription guys supposed flat rate 3000 per month seeinng 6400 bill month know whats going really need explanation
Voice110,please tell urgent running business want solve connection today,Agg,please tell urgent running business want solve connection today
Voice112,fed unreliable service billing canceling,Agg,fed unreliable service billing canceling
Voice113,complain done name last week calling slt numerous times still get anyone fix,Agg,complain done name last week calling slt numerous times still get anyone fix
Voice115,hard time reaching department using given contact answer phone calls hope understand important,Agg,hard time reaching department using given contact answer phone calls hope understand important
Voice118,promised callback complaint never really need take action matter right away,Agg,promised callback complaint never really need take action matter right away
Voice122,want make complain kiribathgoda workshop really upset disrespectful actions kiribathgoda workshop know handle customers respect,Agg,want make complain kiribathgoda workshop really upset disrespectful actions kiribathgoda workshop know handle customers respect
Voice123,made payment myslt account still shows outstanding happened twice cant update systems,Agg,made payment myslt account still shows outstanding happened twice cant update systems
Voice124,believe put hold wanted give cause wanted solution sometimes agents answer,Agg,believe put hold wanted give cause wanted solution sometimes agents answer
Voice125,call center agents takes ages answer phone call stay line think jobless people like,Agg,call center agents takes ages answer phone call stay line think jobless people like
Voice128,first half time pick call cut phone calling,Agg,first half time pick call cut phone calling
Voice130,guys always tell complain recoreded mad complain service another telecomunication check properly,Agg,guys always tell complain recoreded mad complain service another telecomunication check properly
Voice133,call center agent provided unclear information data agents,Agg,call center agent provided unclear information data agents
Voice135,service worst service ever got,Agg,service worst service ever got
Voice136,since business entirely depend given top attention want connection reconnected right,Agg,since business entirely depend given top attention want connection reconnected right
Voice137,made complaints last still one attending resolved please get done expect better services,Agg,made complaints last still one attending resolved please get done expect better services
Voice138,something soon canceling unacceptable enough enough,Agg,something soon canceling unacceptable enough enough
Voice140,mean calling last three days kidding,Agg,mean calling last three days kidding
Voice141,1212 hotline takes ages answer got work cant holding phone forever,Agg,1212 hotline takes ages answer got work cant holding phone forever
Voice143,real problem cant get work done easily,Agg,real problem cant get work done easily
Voice144,long take fix need sloution soon possible,Agg,long take fix need sloution soon possible
Voice146,pay big big amounts service get want fix issue soon,Agg,pay big big amounts service get want fix issue soon
Voice147,switching provider values customers since service acceptable,Agg,switching provider values customers since service acceptable
Voice148,agent unable guide process updating personal,Agg,agent unable guide process updating personal
Voice150,request get physical billing method mess annoying,Agg,request get physical billing method mess annoying
Voice151,customer service agent rude,Agg,customer service agent rude
Voice152,get someone knows finding different terrible put,Agg,get someone knows finding different terrible put
Voice153,agent talked back beyond,Agg,agent talked back beyond
Voice154,need issues solved soon possible level poor work,Agg,need issues solved soon possible level poor work
Voice156,1212 hotline endless loops driving,Agg,1212 hotline endless loops driving
Voice158,start right lose enough,Agg,start right lose enough
Voice161,cant respond issues address customer concerns take business elsewhere,Agg,cant respond issues address customer concerns take business elsewhere
Voice164,tell technical people come check else change new router whatever want get back,Agg,tell technical people come check else change new router whatever want get back
Voice166,worst telephone service whole call landline get awful sri lankan music wasting time money please sell useless company india shut,Agg,worst telephone service whole call landline get awful sri lankan music wasting time money please sell useless company india shut
Voice167,words explain bad company issue router didnt access data througout time pay couldnt fix issue time dozen option else continue keep paying month data,Agg,words explain bad company issue router didnt access data througout time pay couldnt fix issue time dozen option else continue keep paying month data
Voice168,requesting fiber connection past even though location slt fulfill,Agg,requesting fiber connection past even though location slt fulfill
Voice169,much attitude people work goes slt call center,Agg,much attitude people work goes slt call center
Voice170,services provided worse government internet breaks technical team works 9am issues time 5pm wait whole day get,Agg,services provided worse government internet breaks technical team works 9am issues time 5pm wait whole day get
Voice171,automated fault complain hotline wait least mins get contact call center even give little customer service absolutely would recommend anyone,Agg,automated fault complain hotline wait least mins get contact call center even give little customer service absolutely would recommend anyone
Voice172,experienced poor customer service first time slt reported router fault customer technician called didnt turn complaint closed resolving,Agg,experienced poor customer service first time slt reported router fault customer technician called didnt turn complaint closed resolving
Voice174,purpose guys mentioned contact one answering,Agg,purpose guys mentioned contact one answering
Voice175,worst customer service ever hotline numbers always,Agg,worst customer service ever hotline numbers always
Voice176,poor slow websites working much patient want pay bill always asks try disrecommending trying get newer connection,Agg,poor slow websites working much patient want pay bill always asks try disrecommending trying get newer connection
Voice177,get really dissapointed network problem important zoom also answer long period use slt connections,Agg,get really dissapointed network problem important zoom also answer long period use slt connections
Voice179,connection stable sent emails called slt times inform customer service representatives always keeping records always said ticket prioritized list nothing happened,Agg,connection stable sent emails called slt times inform customer service representatives always keeping records always said ticket prioritized list nothing happened
Voice180,got fibre connection slt march soon got fixed router los started blinking made first complain march end since every single day calling slt 24th may even single technician contacted fix worse services called best telecommunication company sri lanka,Agg,got fibre connection slt march soon got fixed router los started blinking made first complain march end since every single day calling slt 24th may even single technician contacted fix worse services called best telecommunication company sri lanka
Voice181,single day went without issues obtaining new fiber connection guys usually call tens hundreds times get technical team come fix youn take idiots contact call center,Agg,single day went without issues obtaining new fiber connection guys usually call tens hundreds times get technical team come fix youn take idiots contact call center
Voice182,worst customer hours logged complain response even phoned slt company liked,Agg,worst customer hours logged complain response even phoned slt company liked
Voice183,bad bad customer cannot contact agent even tho say hours customer,Agg,bad bad customer cannot contact agent even tho say hours customer
Voice184,poor working week twice unable connection broadband also working since days complain response yet,Agg,poor working week twice unable connection broadband also working since days complain response yet
Voice185,worst customer service doesnt respond complaints tech filed complaints issue last month still fixed given responses,Agg,worst customer service doesnt respond complaints tech filed complaints issue last month still fixed given responses
Voice186,worst service returning slow internet speed transparency data peo connection also worst cable service provider ever,Agg,worst service returning slow internet speed transparency data peo connection also worst cable service provider ever
Voice187,worst customer service never answer,Agg,worst customer service never answer
Voice191,requesting fiber connection past even though location slt fulfill request,Agg,requesting fiber connection past even though location slt fulfill request
Voice192,poor customer service ineffective telecommunications customer service ever,Agg,poor customer service ineffective telecommunications customer service ever
Voice193,unfortunately one sri lanka telecom answer customers phone branches also head disappointed,Agg,unfortunately one sri lanka telecom answer customers phone branches also head disappointed
Voice194,worst customer service people dont respond complaints tech filed complaints issue last month still fixed given responses,Agg,worst customer service people dont respond complaints tech filed complaints issue last month still fixed given responses
Voice195,changed houses mirihana 23rd requested telecom reconnect phone line templers putting informed take max 6th week nothing children missing online lessons etc wrong telecom,Agg,changed houses mirihana 23rd requested telecom reconnect phone line templers putting informed take max 6th week nothing children missing online lessons etc wrong telecom
Voice196,one useless companies sri installed fiber optic facility since wifi informed given call sad note far connection given,Agg,one useless companies sri installed fiber optic facility since wifi informed given call sad note far connection given
Voice197,slt used best service provider telecommunication robbing people unwanted subscription fees,Agg,slt used best service provider telecommunication robbing people unwanted subscription fees
Voice198,contact 1212 useless automated chat service horrible,Agg,contact 1212 useless automated chat service horrible
Voice200,worst customer service people working call center careless absolutely unprofessional useless regional manager,Agg,worst customer service people working call center careless absolutely unprofessional useless regional manager
Voice205,absolute worst service encountered slt take money give headaches,Agg,absolute worst service encountered slt take money give headaches
Voice206,ordered new connection maradana branch days since promised delivery work answer phone unprofessional useless customer care service,Agg,ordered new connection maradana branch days since promised delivery work answer phone unprofessional useless customer care service
Voice207,one responds appropriate take action complaints faults,Agg,one responds appropriate take action complaints faults
Voice209,gampha branch office never picked called person still resolve problem,Agg,gampha branch office never picked called person still resolve problem
Voice210,charged internet peo sudden never neither router neither see connection,Agg,charged internet peo sudden never neither router neither see connection
Voice211,worst service customer care even listening wasting time,Agg,worst service customer care even listening wasting time
Voice213,worst experience since days wifi really said repair going days still action bad service,Agg,worst experience since days wifi really said repair going days still action bad service
Voice214,extremely slow internet terrible customer towards coupled poor technical support,Agg,extremely slow internet terrible customer towards coupled poor technical support
Voice215,tried contact 1212 last one isnt place paying even call complaints,Agg,tried contact 1212 last one isnt place paying even call complaints
Voice217,worst customer service provided called contact number agent kotte branch given maharagama make compliant since response refund request made 21st november 2023 8th january informed made request refund still,Agg,worst customer service provided called contact number agent kotte branch given maharagama make compliant since response refund request made 21st november 2023 8th january informed made request refund still
Voice218,new fibre line connected numbers paid tried several times contact business suffers due worst service provided slt,Agg,new fibre line connected numbers paid tried several times contact business suffers due worst service provided slt
Voice219,extremely disappointed installation staff excellent assured fibre connection internet facility provided taken almost hours internet connection,Agg,extremely disappointed installation staff excellent assured fibre connection internet facility provided taken almost hours internet connection
Voice220,called express utter frustration disappointment quality internet despite paying service experiencing yet another interruption wifi second time today internet gone happened five times week alone,Agg,called express utter frustration disappointment quality internet despite paying service experiencing yet another interruption wifi second time today internet gone happened five times week alone
Voice221,disappointed say response phone responsible officer file asked 1212 even provide proper details,Agg,disappointed say response phone responsible officer file asked 1212 even provide proper details
Voice222,disappointed say services poor please time internet connection bad take steps ensure consumers enjoy flawless internet,Agg,disappointed say services poor please time internet connection bad take steps ensure consumers enjoy flawless internet
Voice227,staff enough provide good problems due system takes long time get even simple thing,Agg,staff enough provide good problems due system takes long time get even simple thing
Voice228,customer care technical support takes service good though,Agg,customer care technical support takes service good though
Voice229,worst customer service days internet called ask supervisors say call back finally got hold supervisor said leave,Agg,worst customer service days internet called ask supervisors say call back finally got hold supervisor said leave
Voice230,efficient informed remove internet connection call several times get removed,Agg,efficient informed remove internet connection call several times get removed
Voice231,worst service world care web site customer service cannot access know anything call point customer service access,Agg,worst service world care web site customer service cannot access know anything call point customer service access
Voice234,never answer phone none numbers working asked customer service number say neither another way regret getting slt,Agg,never answer phone none numbers working asked customer service number say neither another way regret getting slt
Voice235,service agents rude provide solutions inquiries,Agg,service agents rude provide solutions inquiries
Voice236,online service 1212 really calls called hotline twice waited online close minutes calls body call hotline even online messenger service never answered,Agg,online service 1212 really calls called hotline twice waited online close minutes calls body call hotline even online messenger service never answered
Voice239,phone number always busy hardly responding poor going permanently disconnected land line peo move loyal service provide,Agg,phone number always busy hardly responding poor going permanently disconnected land line peo move loyal service provide
Voice241,worst customer service responding one answering phone worst worst,Agg,worst customer service responding one answering phone worst worst
Voice242,phones waiting line transferred since february still waiting connect required,Agg,phones waiting line transferred since february still waiting connect required
Voice247,hard work days respond quickly complaints cancelled changed still keep sending statements says cannot cancel till certain time,Agg,hard work days respond quickly complaints cancelled changed still keep sending statements says cannot cancel till certain time
Voice248,poor seek customers money whenever connect internet says complained times action,Agg,poor seek customers money whenever connect internet says complained times action
Voice250,worst customer service ever called times visited times still time said someone come home fix single person came called,Agg,worst customer service ever called times visited times still time said someone come home fix single person came called
Voice251,calling provided number saying wrong update contact,Agg,calling provided number saying wrong update contact
Voice252,called customer service 2nd december 2020 number mentioned gentleman answered phone rude help clarify bad customer,Agg,called customer service 2nd december 2020 number mentioned gentleman answered phone rude help clarify bad customer
Voice253,useless customer service last day keep trying 1212 number one answer calls,Agg,useless customer service last day keep trying 1212 number one answer calls
Voice254,worst customer service since three months even sort simple technical accountability professionalism,Agg,worst customer service since three months even sort simple technical accountability professionalism
Voice255,worse customer service learn treat pregnant came represent letter husband also unable come customer service agent harassed,Agg,worse customer service learn treat pregnant came represent letter husband also unable come customer service agent harassed
Voice256,poor customer quick service tele company talks technology always,Agg,poor customer quick service tele company talks technology always
Voice257,terrible impossible contact via phone constantly keep rejecting getting connection disconnect forcing pay bills services longer require,Agg,terrible impossible contact via phone constantly keep rejecting getting connection disconnect forcing pay bills services longer require
Voice258,worst service ever worst customer care never trying resolve problem always passing ball another,Agg,worst service ever worst customer care never trying resolve problem always passing ball another
Voice259,worst customer service called several times fix internet connection never answered improve customer service,Agg,worst customer service called several times fix internet connection never answered improve customer service
Voice260,ever seen applied conection one month still slt provided connection homagama slt phone also answering,Agg,ever seen applied conection one month still slt provided connection homagama slt phone also answering
Voice261,poor service telephone contact technical,Agg,poor service telephone contact technical
Voice262,takes forever get done simplest employees respect duty,Agg,takes forever get done simplest employees respect duty
Voice263,weeks since mother requested detailed bill landline,Agg,weeks since mother requested detailed bill landline
Voice264,really disappointed service nearly 2months requested fiber connection still,Agg,really disappointed service nearly 2months requested fiber connection still
Voice267,paid 6000 peo connection telephone line company provide connection,Agg,paid 6000 peo connection telephone line company provide connection
Voice268,got customer care number made complaint days response,Agg,got customer care number made complaint days response
Voice270,even answer phone either keeps ringing line busy especially lunch bunch pathetic customer support,Agg,even answer phone either keeps ringing line busy especially lunch bunch pathetic customer support
Voice3,made complaint today get calls guys technical issues working home need internet need get done urgently,Agg,made complaint today get calls guys technical issues working home need internet need get done urgently
Voice4,calling reactivate requesting last three days still connected want raise complaint regional,Agg,calling reactivate requesting last three days still connected want raise complaint regional
Voice9,actually made complaint yellow know cable goes set box got made reported one attended travel company need attended extremely really dissappointed service,Agg,actually made complaint yellow know cable goes set box got made reported one attended travel company need attended extremely really dissappointed service
voice13,two numbers getting physical get physical bill prefer getting physical bill rather getting people updated new,Agg,two numbers getting physical get physical bill prefer getting physical bill rather getting people updated new
Voice18,sick garbage internet useless router fix patience,Agg,sick garbage internet useless router fix patience
Voice21,loss signal blinking red lights los flashing red looked indoors happened hours ago paid blame better fix quickly,Agg,loss signal blinking red lights los flashing red looked indoors happened hours ago paid blame better fix quickly
Voice22,made complaint regarding picture appearing making complain yesterday,Agg,made complaint regarding picture appearing making complain yesterday
Voice27,people get delay giving response office waiting minutes connected far possible try conduct early possible really good everybody,Agg,people get delay giving response office waiting minutes connected far possible try conduct early possible really good everybody
Voice28,wifi working without cannot using mobile data right lot meetings need inform team come soon possible,Agg,wifi working without cannot using mobile data right lot meetings need inform team come soon possible
Voice29,made complain regarding fiber connction last week calling past three,Agg,made complain regarding fiber connction last week calling past three
Voice35,fix fiber cable hanging electrical line voice pathetic router cutting within today else loose,Agg,fix fiber cable hanging electrical line voice pathetic router cutting within today else loose
Voice36,fed billing hard copy want lame text fix billing mess,Agg,fed billing hard copy want lame text fix billing mess
Voice37,want disconnect slt line cause calling past days telling internet connection working none attended problem usless slt services,Agg,want disconnect slt line cause calling past days telling internet connection working none attended problem usless slt services
Voice39,one agent really rude want complain bloody agent,Agg,one agent really rude want complain bloody agent
voice42,phone service still lack urgency fix switching provider,Agg,phone service still lack urgency fix switching provider
Voice43,tired support,Agg,tired support
Voice46,people hold,Agg,people hold
Voice48,last time called agent said technical support sent place within nobody guys terrible believe bad service,Agg,last time called agent said technical support sent place within nobody guys terrible believe bad service
Voice51,fed phone service lack urgency fix immediately,Agg,fed phone service lack urgency fix immediately
Voice56,agent passed problem getting tired,Agg,agent passed problem getting tired
